BUILD_NO,NAME,COST,REWARD
142,FVAS BUILDING,485.5016987103973,0.0
147,BIOSCIENCES 4,478.91223542371444,0.102040816326531
147,BIOSCIENCES 4,441.6248612715373,0.102040816326531
147,BIOSCIENCES 4,401.82316879959484,0.102040816326531
141,CONSERVATORIUM OF MUSIC,360.193660625925,0.0
194,BIOSCIENCES 5,354.28882032397604,0.0
144,KENNETH MYER BUILDING,271.61181220911214,1.416666666666667
184,OLD MICROBIOLOGY BUILDING,227.8536937053686,0.068181818181818
183,HOWARD FLOREY INSTITUTE,170.37998083759356,0.0
181,MEDICAL BUILDING,127.33283210969508,0.0
182,BROWNLESS BIOMEDICAL LIBRARY,210.2638239783256,0.272727272727273
177,BAILLIEU LIBRARY,258.4381980134506,0.454545454545455
140,GRAINGER MUSEUM,424.1255784088361,0.0
122,BIOSCIENCES 2,505.8018283460207,0.017241379310345
139,BABEL BUILDING,458.69164558934034,0.094339622641509
121,BOTANY POTTING SHED,483.23870809203254,0.0
101,BEAUREPAIRE CENTRE,652.0944080805674,0.0
112,UNIVERSITY HOUSE,582.584526938379,0.0
191,JOHN MEDLEY BUILDING,251.13960327416783,0.0
191,JOHN MEDLEY BUILDING,290.0167401948116,0.0
187,GATEKEEPER'S LODGE,206.16921868341828,0.0
149,OLD ARTS BUILDING,368.1849490899496,0.166666666666667
143,BIOSCIENCES 3,479.3138852711237,0.0
128,OLD PHYSICS BUILDING,470.78715445222815,1.0
130,UNION HOUSE,526.38473893839,0.0
150,OLD QUADRANGLE BUILDING,466.6004724500867,0.0
152,RAYMOND PRIESTLEY BUILDING,520.6050447850693,0.0
152,RAYMOND PRIESTLEY BUILDING,545.746858017958,0.0
150,OLD QUADRANGLE BUILDING,413.1638334819138,0.0
150,OLD QUADRANGLE BUILDING,436.59193349268276,0.0
193,ELECTRICAL & ELECTRONIC ENGINEERING BUILDING,335.79804544296667,0.069767441860465
113,BALDWIN SPENCER BUILDING,640.2706550835084,0.375
173,OLD ENGINEERING SCHOOL,331.9376480519393,2.0
166,OLD METALLURGY BUILDING,372.36874911263834,0.1
163,WALTER BOAS BUILDING,420.2689084661752,0.229166666666667
161,BUILDING 161,473.7671542214796,0.0
175,INFRASTRUCTURE ENGINEERING (BLOCK B),253.39197590590464,0.02
153,CHEMISTRY BUILDING (WEST WING),484.50939854262595,0.022727272727273
155,OLD GEOLOGY BUILDING (NORTH WING),580.0922203129857,0.733333333333333
115,REDMOND BARRY BUILDING,692.9246437166788,0.263157894736842
115,REDMOND BARRY BUILDING,672.9456753584864,0.263157894736842
165,CHEMICAL ENGINEERING 1,447.04706911970294,0.010526315789474
192,DAVID CARO BUILDING,719.462897771095,0.046511627906977
133,GLYN DAVIS BUILDING,601.243435965125,0.221153846153846
160,PETER HALL BUILDING,598.5032146683868,0.085106382978723
199,757 SWANSTON ST (STOP 1 & STUDENT SERVICES),559.4949882254994,0.123287671232877
198,1888 BUILDING,477.98737083553397,0.0
103,NONA LEE SPORTS CENTRE,736.2449995193585,0.0
168,DOUG MCDONELL BUILDING,489.91248978211996,0.052083333333333
189,FRANK TATE BUILDING,527.8581621055595,0.0
158,SIDNEY MYER ASIA CENTRE,604.8783263703575,0.074074074074074
171,EASTERN RESOURCE CENTRE (ERC LIBRARY),463.74458376133515,0.0
162,ALICE HOY BUILDING,543.3273370764601,0.056603773584906
171,EASTERN RESOURCE CENTRE (ERC LIBRARY),480.64227954428503,0.0
192,DAVID CARO BUILDING,759.6528724865193,0.046511627906977
192,DAVID CARO BUILDING,731.9923069877473,0.046511627906977
136,IAN POTTER MUSEUM OF ART,720.4953246438822,0.1
134,ELISABETH MURDOCH BUILDING,669.7750579867278,0.290322580645161
103,NONA LEE SPORTS CENTRE,697.4129077518244,0.0
498,ERNIE CROPLEY SPORTS PAVILION,1005.5134509670652,0.0
503,MAINTENANCE GARAGE,1046.1556602123685,0.0
234,GRAND STAND (MU SPORT),914.300992929975,0.0
186,BUILDING 186,195.65726292329995,0.0
148A,ARTS WEST BUILDING (NORTH WING),367.61470081267487,0.0
125,BUILDING 125,561.8474246432855,0.0
151,WILSON HALL,404.39757158849284,0.0
154,CHEMISTRY BUILDING (EAST WING),529.8859218726914,0.015873015873016
174,INFRASTRUCTURE ENGINEERING (BLOCK C),284.2567444656989,0.011111111111111
176,INFRASTRUCTURE ENGINEERING (BLOCK D),337.6147954812254,0.102189781021898
170,MECHANICAL ENGINEERING BUILDING,404.1262002907469,0.022222222222222
169,ENGINEERING WORKSHOPS,418.0444417169803,0.0
120,SYSTEM GARDEN TOWER,529.1633930132151,0.0
123,BIOSCIENCES 1,601.8439203578941,0.166666666666667
156,OLD GEOLOGY BUILDING (SOUTH WING),549.4438940726843,0.3
148B,ARTS WEST BUILDING (WEST WING),365.78700815295105,0.0
203,SECURITY OFFICE,318.9893870019156,0.333333333333333
348,723 SWANSTON ST (MELBOURNE DENTAL CLINIC LTD),509.6168914086963,0.0
384,UNIVERSITY BUSINESS SERVICES BUILDING,445.59242107237037,0.272727272727273
368,205 GRATTAN ST (OFFICE OF ASSOCIATE PROVOST),350.22835817123297,0.142857142857143
257,187 GRATTAN ST,447.95567979332935,0.217391304347826
353,159 BARRY ST,112.11807045856422,1.0
105,FBE BUILDING,80.84599019846223,0.075098814229249
206,214 BERKELEY ST (MCM PRACTICE ROOMS),27.68245590699162,0.0
106,LAW BUILDING,244.92093858186837,0.049382716049383
281,204 LYGON ST (LEVELS 4 & 5),944.5469655798689,0.666666666666667
