BUILD_NO,NAME,COST,REWARD
142,FVAS BUILDING,393.1012072735409,0.0
147,BIOSCIENCES 4,359.5678176030837,1.346938775510204
147,BIOSCIENCES 4,342.5326724481433,1.346938775510204
147,BIOSCIENCES 4,363.9404403081428,1.346938775510204
141,CONSERVATORIUM OF MUSIC,389.21448104360667,0.0
194,BIOSCIENCES 5,370.6331205659305,0.0
144,KENNETH MYER BUILDING,385.2635156207207,21.333333333333332
184,OLD MICROBIOLOGY BUILDING,427.8911967655413,0.988636363636364
183,HOWARD FLOREY INSTITUTE,457.6837935338021,0.0
181,MEDICAL BUILDING,412.1829217111681,0.0
182,BROWNLESS BIOMEDICAL LIBRARY,357.4586350060404,2.363636363636364
177,BAILLIEU LIBRARY,313.55896351986434,5.136363636363637
140,GRAINGER MUSEUM,420.18781592025,0.0
122,BIOSCIENCES 2,284.71005342268046,0.172413793103448
139,BABEL BUILDING,279.2429735066865,1.377358490566038
121,BOTANY POTTING SHED,334.99765673226466,0.0
101,BEAUREPAIRE CENTRE,143.3712965003205,0.0
112,UNIVERSITY HOUSE,220.35912612965114,0.0
191,JOHN MEDLEY BUILDING,313.8194257794585,0.0
191,JOHN MEDLEY BUILDING,289.98493006033704,0.0
187,GATEKEEPER'S LODGE,382.02392550165507,0.0
149,OLD ARTS BUILDING,211.9187983558106,1.595238095238095
143,BIOSCIENCES 3,217.7201653369573,0.0
128,OLD PHYSICS BUILDING,160.32575743943278,21.0
130,UNION HOUSE,109.45912426807242,0.0
150,OLD QUADRANGLE BUILDING,118.58753594094013,0.0
152,RAYMOND PRIESTLEY BUILDING,96.90000722435066,0.0
152,RAYMOND PRIESTLEY BUILDING,47.67402653651523,0.0
150,OLD QUADRANGLE BUILDING,173.23679199093982,0.0
150,OLD QUADRANGLE BUILDING,127.37687958472331,0.0
193,ELECTRICAL & ELECTRONIC ENGINEERING BUILDING,202.45359311396382,0.447674418604651
113,BALDWIN SPENCER BUILDING,27.188656285825754,2.375
173,OLD ENGINEERING SCHOOL,262.56908632454537,17.75
166,OLD METALLURGY BUILDING,198.18031337326906,1.2
163,WALTER BOAS BUILDING,140.21740700484946,1.645833333333333
161,BUILDING 161,134.65433384197183,0.0
175,INFRASTRUCTURE ENGINEERING (BLOCK B),355.3027631876721,0.27
153,CHEMISTRY BUILDING (WEST WING),39.53489287379451,0.227272727272727
155,OLD GEOLOGY BUILDING (NORTH WING),34.62438656438394,7.466666666666667
115,REDMOND BARRY BUILDING,36.4357984141526,2.631578947368421
115,REDMOND BARRY BUILDING,13.227125764509386,2.631578947368421
165,CHEMICAL ENGINEERING 1,155.91074541378683,0.063157894736842
192,DAVID CARO BUILDING,22.0838725894854,0.517441860465116
160,PETER HALL BUILDING,67.90448762644718,1.063829787234043
199,757 SWANSTON ST (STOP 1 & STUDENT SERVICES),300.0573305898793,1.132420091324201
198,1888 BUILDING,281.57050054199476,0.0
103,NONA LEE SPORTS CENTRE,82.77285304077544,0.0
168,DOUG MCDONELL BUILDING,196.37986143820146,0.497395833333333
189,FRANK TATE BUILDING,223.41110435604875,0.0
158,SIDNEY MYER ASIA CENTRE,173.80365499008917,1.666666666666667
171,EASTERN RESOURCE CENTRE (ERC LIBRARY),241.4684371032854,0.0
162,ALICE HOY BUILDING,131.19892275157233,0.60377358490566
171,EASTERN RESOURCE CENTRE (ERC LIBRARY),218.79117814023888,0.0
192,DAVID CARO BUILDING,57.19588823982839,0.517441860465116
192,DAVID CARO BUILDING,56.646664522681064,0.517441860465116
136,IAN POTTER MUSEUM OF ART,86.69690275977547,2.6
134,ELISABETH MURDOCH BUILDING,22.49973969368456,3.387096774193548
103,NONA LEE SPORTS CENTRE,82.70279624273313,0.0
498,ERNIE CROPLEY SPORTS PAVILION,463.9417580788839,0.0
503,MAINTENANCE GARAGE,452.4670420900183,0.0
234,GRAND STAND (MU SPORT),413.832625671535,0.0
186,BUILDING 186,369.94510404092694,0.0
148A,ARTS WEST BUILDING (NORTH WING),295.49368228099075,0.0
125,BUILDING 125,392.7147704095197,0.0
151,WILSON HALL,127.30583635629084,0.0
154,CHEMISTRY BUILDING (EAST WING),57.168734918367235,0.19047619047619
174,INFRASTRUCTURE ENGINEERING (BLOCK C),345.5727350237685,0.066666666666667
176,INFRASTRUCTURE ENGINEERING (BLOCK D),337.142180065609,0.583941605839416
170,MECHANICAL ENGINEERING BUILDING,307.962685982015,0.377777777777778
169,ENGINEERING WORKSHOPS,246.07578428832298,0.0
120,SYSTEM GARDEN TOWER,356.08129134007714,0.0
123,BIOSCIENCES 1,303.880024109847,4.666666666666667
156,OLD GEOLOGY BUILDING (SOUTH WING),70.7333080732875,2.3
148B,ARTS WEST BUILDING (WEST WING),333.8098310007593,0.0
203,SECURITY OFFICE,409.9897574781784,4.666666666666667
348,723 SWANSTON ST (MELBOURNE DENTAL CLINIC LTD),450.1824017484761,0.0
384,UNIVERSITY BUSINESS SERVICES BUILDING,487.2901462663388,2.727272727272727
368,205 GRATTAN ST (OFFICE OF ASSOCIATE PROVOST),407.5781300211622,0.571428571428571
257,187 GRATTAN ST,409.3546506550576,2.347826086956522
353,159 BARRY ST,488.9728821980859,8.0
105,FBE BUILDING,583.1081276495122,0.924901185770751
206,214 BERKELEY ST (MCM PRACTICE ROOMS),550.9937100020917,0.0
106,LAW BUILDING,714.6082392887915,0.459876543209877
281,204 LYGON ST (LEVELS 4 & 5),755.5174952971041,4.666666666666667
278,100 LEICESTER ST (MGSE),882.404899389507,1.116981132075472
263,KWONG LEE DOW BUILDING (MGSE),907.800593190541,1.438095238095238
379,207-221 BOUVERIE ST (MSPGH & GEOGRAPHY),524.399490246743,1.587301587301587
326,95-109 BARRY ST (FBE),657.0835614368941,0.0
222,"766 ELIZABETH ST (LEVELS G, 3, 4)",601.243435965125,0.0
250,233 BOUVERIE ST (FBE),485.09140881727575,0.0
243,715 SWANSTON ST (MUP & TC),494.79726917613465,0.0
204,208-210 BERKELEY ST (MCM PRACTICE ROOMS),568.3156645499226,0.0
207,202-206 BERKELEY ST (MDHS),576.3764883440699,3.0
242,GRATTAN INSTITUTE (8-14 MALVINA PLACE),434.5183289283298,0.0
220,780 ELIZABETH ST,606.6109867234317,2.470588235294118
