BUILD_NO,NAME,COST,REWARD
142,FVAS BUILDING,900.2359130567309,0.0
147,BIOSCIENCES 4,885.0568563662321,1.346938775510204
147,BIOSCIENCES 4,848.8940872670819,1.346938775510204
147,BIOSCIENCES 4,809.1413528678744,1.346938775510204
141,CONSERVATORIUM OF MUSIC,783.6965322498148,0.0
194,BIOSCIENCES 5,763.5502435767827,0.0
144,KENNETH MYER BUILDING,682.0548615355326,21.333333333333332
184,OLD MICROBIOLOGY BUILDING,645.0610052542293,0.988636363636364
183,HOWARD FLOREY INSTITUTE,602.0107359655965,0.0
181,MEDICAL BUILDING,516.4472558503447,0.0
182,BROWNLESS BIOMEDICAL LIBRARY,596.9122448849778,2.363636363636364
177,BAILLIEU LIBRARY,650.0372955572103,5.136363636363637
140,GRAINGER MUSEUM,851.5207620630093,0.0
122,BIOSCIENCES 2,896.2723262353627,0.172413793103448
139,BABEL BUILDING,854.6838472453793,1.377358490566038
121,BOTANY POTTING SHED,882.8816876144651,0.0
101,BEAUREPAIRE CENTRE,1023.793769084231,0.0
112,UNIVERSITY HOUSE,965.8658463123859,0.0
191,JOHN MEDLEY BUILDING,574.2677407916146,0.0
191,JOHN MEDLEY BUILDING,575.033029834178,0.0
187,GATEKEEPER'S LODGE,512.7996232131989,0.0
149,OLD ARTS BUILDING,739.5815364775311,1.595238095238095
143,BIOSCIENCES 3,851.6282629506585,0.0
128,OLD PHYSICS BUILDING,831.8305238242459,21.0
130,UNION HOUSE,885.4540057999458,0.0
150,OLD QUADRANGLE BUILDING,815.7044028316316,0.0
152,RAYMOND PRIESTLEY BUILDING,846.1975677286711,0.0
152,RAYMOND PRIESTLEY BUILDING,850.7609056396907,0.0
150,OLD QUADRANGLE BUILDING,759.9394990054352,0.0
150,OLD QUADRANGLE BUILDING,760.8898319692047,0.0
193,ELECTRICAL & ELECTRONIC ENGINEERING BUILDING,618.0199014466083,0.447674418604651
113,BALDWIN SPENCER BUILDING,968.3886286194175,2.375
173,OLD ENGINEERING SCHOOL,551.5807814953706,17.75
166,OLD METALLURGY BUILDING,627.5299718207995,1.2
163,WALTER BOAS BUILDING,682.1787204056894,1.645833333333333
161,BUILDING 161,735.7363042665442,0.0
175,INFRASTRUCTURE ENGINEERING (BLOCK B),507.7576966976462,0.27
153,CHEMISTRY BUILDING (WEST WING),768.4976017729649,0.227272727272727
155,OLD GEOLOGY BUILDING (NORTH WING),829.2479928868471,7.466666666666667
115,REDMOND BARRY BUILDING,994.7333576074603,2.631578947368421
115,REDMOND BARRY BUILDING,972.0764320366778,2.631578947368421
165,CHEMICAL ENGINEERING 1,695.1017134142501,0.063157894736842
192,DAVID CARO BUILDING,965.9750792259077,0.517441860465116
133,GLYN DAVIS BUILDING,887.1948730104876,1.759615384615385
160,PETER HALL BUILDING,816.5820696978408,1.063829787234043
199,757 SWANSTON ST (STOP 1 & STUDENT SERVICES),619.9862372985733,1.132420091324201
198,1888 BUILDING,600.4117227621696,0.0
103,NONA LEE SPORTS CENTRE,1041.442701982352,0.0
168,DOUG MCDONELL BUILDING,686.1995661739247,0.497395833333333
189,FRANK TATE BUILDING,667.691717010325,0.0
158,SIDNEY MYER ASIA CENTRE,735.5603467111714,1.666666666666667
171,EASTERN RESOURCE CENTRE (ERC LIBRARY),634.4225334737013,0.0
