BUILD_NO,NAME,COST,REWARD
147,BIOSCIENCES 4,6.056939610310729,0.102040816326531
147,BIOSCIENCES 4,14.263815531208891,0.102040816326531
147,BIOSCIENCES 4,51.191707840721264,0.102040816326531
141,CONSERVATORIUM OF MUSIC,77.14035855640489,0.0
194,BIOSCIENCES 5,106.12534880776916,0.0
144,KENNETH MYER BUILDING,148.0492271135346,1.416666666666667
184,OLD MICROBIOLOGY BUILDING,207.05190829086342,0.068181818181818
183,HOWARD FLOREY INSTITUTE,270.9179546995405,0.0
181,MEDICAL BUILDING,254.8142994727751,0.0
182,BROWNLESS BIOMEDICAL LIBRARY,256.9505095436746,0.272727272727273
177,BAILLIEU LIBRARY,135.59172494281637,0.454545454545455
140,GRAINGER MUSEUM,20.16771243308906,0.0
122,BIOSCIENCES 2,67.85296168516807,0.017241379310345
139,BABEL BUILDING,68.1772716814245,0.094339622641509
121,BOTANY POTTING SHED,42.451720888164736,0.0
101,BEAUREPAIRE CENTRE,187.1271144193159,0.0
112,UNIVERSITY HOUSE,132.06448889202537,0.0
191,JOHN MEDLEY BUILDING,341.5998483632942,0.0
191,JOHN MEDLEY BUILDING,378.7329551793301,0.0
187,GATEKEEPER'S LODGE,407.6104673846369,0.0
149,OLD ARTS BUILDING,133.41162165351264,0.166666666666667
143,BIOSCIENCES 3,128.62109627918122,0.0
128,OLD PHYSICS BUILDING,178.6876370680105,1.0
130,UNION HOUSE,159.0794776877411,0.0
150,OLD QUADRANGLE BUILDING,222.49630608988528,0.0
152,RAYMOND PRIESTLEY BUILDING,287.10093360824203,0.0
152,RAYMOND PRIESTLEY BUILDING,337.95500629040606,0.0
150,OLD QUADRANGLE BUILDING,218.87493956787645,0.0
150,OLD QUADRANGLE BUILDING,276.41544549463237,0.0
193,ELECTRICAL & ELECTRONIC ENGINEERING BUILDING,343.26995326090497,0.069767441860465
113,BALDWIN SPENCER BUILDING,323.7160914349193,0.375
173,OLD ENGINEERING SCHOOL,434.53932770191255,2.0
166,OLD METALLURGY BUILDING,396.12537468967486,0.1
163,WALTER BOAS BUILDING,378.13262819731443,0.229166666666667
161,BUILDING 161,402.2956385892012,0.0
175,INFRASTRUCTURE ENGINEERING (BLOCK B),433.6673151655516,0.02
153,CHEMISTRY BUILDING (WEST WING),344.9113699823414,0.022727272727273
155,OLD GEOLOGY BUILDING (NORTH WING),450.9855106104774,0.733333333333333
115,REDMOND BARRY BUILDING,406.39945674113056,0.263157894736842
