BUILD_NO,NAME,COST,REWARD
142,FVAS BUILDING,486.6281028134581,0.0
147,BIOSCIENCES 4,513.4249318595921,1.346938775510204
147,BIOSCIENCES 4,543.8024212424042,1.346938775510204
147,BIOSCIENCES 4,581.9087742008438,1.346938775510204
141,CONSERVATORIUM OF MUSIC,620.840698354517,0.0
194,BIOSCIENCES 5,629.2087755955456,0.0
144,KENNETH MYER BUILDING,674.9597991460768,21.333333333333332
184,OLD MICROBIOLOGY BUILDING,744.1376199972143,0.988636363636364
183,HOWARD FLOREY INSTITUTE,807.6704908305195,0.0
181,MEDICAL BUILDING,766.7770241985056,0.0
182,BROWNLESS BIOMEDICAL LIBRARY,745.6793655346887,2.363636363636364
177,BAILLIEU LIBRARY,632.9059492908035,5.136363636363637
140,GRAINGER MUSEUM,581.0871730870952,0.0
122,BIOSCIENCES 2,406.40627694219353,0.172413793103448
139,BABEL BUILDING,505.814436518136,1.377358490566038
121,BOTANY POTTING SHED,518.210106847689,0.0
101,BEAUREPAIRE CENTRE,314.4155806145107,0.0
112,UNIVERSITY HOUSE,374.623100282407,0.0
191,JOHN MEDLEY BUILDING,773.2714638446779,0.0
191,JOHN MEDLEY BUILDING,775.1656113307979,0.0
187,GATEKEEPER'S LODGE,848.85789376219,0.0
149,OLD ARTS BUILDING,537.6390874064815,1.595238095238095
143,BIOSCIENCES 3,487.3568852863042,0.0
128,OLD PHYSICS BUILDING,486.3225232044579,21.0
130,UNION HOUSE,405.96284252941393,0.0
150,OLD QUADRANGLE BUILDING,522.7498609343156,0.0
152,RAYMOND PRIESTLEY BUILDING,520.2646055922758,0.0
152,RAYMOND PRIESTLEY BUILDING,530.0630842090559,0.0
150,OLD QUADRANGLE BUILDING,560.4088201257043,0.0
150,OLD QUADRANGLE BUILDING,564.0669361116899,0.0
193,ELECTRICAL & ELECTRONIC ENGINEERING BUILDING,688.4774916763117,0.447674418604651
113,BALDWIN SPENCER BUILDING,377.0308981816908,2.375
173,OLD ENGINEERING SCHOOL,779.6880854499115,17.75
166,OLD METALLURGY BUILDING,724.1941703117018,1.2
163,WALTER BOAS BUILDING,654.9247865472896,1.645833333333333
161,BUILDING 161,660.8530863913302,0.0
175,INFRASTRUCTURE ENGINEERING (BLOCK B),845.1876554615823,0.27
153,CHEMISTRY BUILDING (WEST WING),563.7703491966683,0.227272727272727
155,OLD GEOLOGY BUILDING (NORTH WING),589.914866785044,7.466666666666667
115,REDMOND BARRY BUILDING,406.7880880154684,2.631578947368421
115,REDMOND BARRY BUILDING,426.958830263273,2.631578947368421
165,CHEMICAL ENGINEERING 1,682.8200711784342,0.063157894736842
192,DAVID CARO BUILDING,501.06995083525857,0.517441860465116
133,GLYN DAVIS BUILDING,463.9417580788839,1.759615384615385
160,PETER HALL BUILDING,625.7763642931809,1.063829787234043
199,757 SWANSTON ST (STOP 1 & STUDENT SERVICES),864.2323735890861,1.132420091324201
198,1888 BUILDING,833.9404829088742,0.0
103,NONA LEE SPORTS CENTRE,359.02406376115283,0.0
168,DOUG MCDONELL BUILDING,743.0187245750883,0.497395833333333
189,FRANK TATE BUILDING,785.0954825035759,0.0
158,SIDNEY MYER ASIA CENTRE,734.5170736587622,1.666666666666667
171,EASTERN RESOURCE CENTRE (ERC LIBRARY),786.7620055141851,0.0
162,ALICE HOY BUILDING,684.0066208928068,0.60377358490566
171,EASTERN RESOURCE CENTRE (ERC LIBRARY),767.6775018814321,0.0
192,DAVID CARO BUILDING,464.6699898733423,0.517441860465116
192,DAVID CARO BUILDING,533.8835757954163,0.517441860465116
136,IAN POTTER MUSEUM OF ART,574.5274957074109,2.6
134,ELISABETH MURDOCH BUILDING,540.6029930550927,3.387096774193548
103,NONA LEE SPORTS CENTRE,298.2824952826576,0.0
503,MAINTENANCE GARAGE,47.25963135351951,0.0
234,GRAND STAND (MU SPORT),70.7207222806924,0.0
186,BUILDING 186,810.7764897677017,0.0
148A,ARTS WEST BUILDING (NORTH WING),574.5473546241624,0.0
125,BUILDING 125,430.99027624288897,0.0
151,WILSON HALL,603.71241922352,0.0
154,CHEMISTRY BUILDING (EAST WING),601.3155104644803,0.19047619047619
174,INFRASTRUCTURE ENGINEERING (BLOCK C),850.902567526831,0.066666666666667
176,INFRASTRUCTURE ENGINEERING (BLOCK D),858.1002359137954,0.583941605839416
170,MECHANICAL ENGINEERING BUILDING,843.2047011359632,0.377777777777778
169,ENGINEERING WORKSHOPS,785.8207155154041,0.0
120,SYSTEM GARDEN TOWER,490.8488138915676,0.0
123,BIOSCIENCES 1,389.72458454997593,4.666666666666667
156,OLD GEOLOGY BUILDING (SOUTH WING),628.645129831835,2.3
148B,ARTS WEST BUILDING (WEST WING),610.4163880767605,0.0
