BUILD_NO,NAME,COST,REWARD
142,FVAS BUILDING,575.5384429275416,0.0
147,BIOSCIENCES 4,540.5666812824763,1.346938775510204
147,BIOSCIENCES 4,511.79552275020274,1.346938775510204
147,BIOSCIENCES 4,502.36474734781444,1.346938775510204
141,CONSERVATORIUM OF MUSIC,510.9927767597231,0.0
194,BIOSCIENCES 5,484.6549424283884,0.0
144,KENNETH MYER BUILDING,461.47601671043833,21.333333333333332
184,OLD MICROBIOLOGY BUILDING,463.7147984533471,0.988636363636364
183,HOWARD FLOREY INSTITUTE,456.9835264780293,0.0
181,MEDICAL BUILDING,357.90044702420494,0.0
182,BROWNLESS BIOMEDICAL LIBRARY,366.17067779035676,2.363636363636364
177,BAILLIEU LIBRARY,391.93250813279144,5.136363636363637
140,GRAINGER MUSEUM,572.8893380998827,0.0
122,BIOSCIENCES 2,492.818814565793,0.172413793103448
139,BABEL BUILDING,465.9027357208089,1.377358490566038
121,BOTANY POTTING SHED,521.6478811366454,0.0
101,BEAUREPAIRE CENTRE,494.9935694562967,0.0
112,UNIVERSITY HOUSE,503.49943801376554,0.0
191,JOHN MEDLEY BUILDING,258.85112049025764,0.0
191,JOHN MEDLEY BUILDING,203.53956498452274,0.0
187,GATEKEEPER'S LODGE,259.7721299312477,0.0
149,OLD ARTS BUILDING,346.4145324550098,1.595238095238095
143,BIOSCIENCES 3,417.3619344935459,0.0
128,OLD PHYSICS BUILDING,370.4210911425806,21.0
130,UNION HOUSE,367.12450122453026,0.0
150,OLD QUADRANGLE BUILDING,313.24111266731535,0.0
152,RAYMOND PRIESTLEY BUILDING,324.30612903205696,0.0
152,RAYMOND PRIESTLEY BUILDING,295.7387954973074,0.0
150,OLD QUADRANGLE BUILDING,313.8583544943963,0.0
150,OLD QUADRANGLE BUILDING,278.70292817677733,0.0
193,ELECTRICAL & ELECTRONIC ENGINEERING BUILDING,190.0313789003506,0.447674418604651
113,BALDWIN SPENCER BUILDING,395.2297336390088,2.375
173,OLD ENGINEERING SCHOOL,81.91049575244234,17.75
166,OLD METALLURGY BUILDING,83.2536587990161,1.2
163,WALTER BOAS BUILDING,155.2354046932183,1.645833333333333
161,BUILDING 161,154.00593741448924,0.0
175,INFRASTRUCTURE ENGINEERING (BLOCK B),196.11033689352647,0.27
153,CHEMISTRY BUILDING (WEST WING),186.27599329335735,0.227272727272727
155,OLD GEOLOGY BUILDING (NORTH WING),210.0874549018076,7.466666666666667
115,REDMOND BARRY BUILDING,402.0763597749174,2.631578947368421
115,REDMOND BARRY BUILDING,371.0518544436206,2.631578947368421
165,CHEMICAL ENGINEERING 1,105.00731762430303,0.063157894736842
192,DAVID CARO BUILDING,330.5965979796145,0.517441860465116
133,GLYN DAVIS BUILDING,281.57050054199476,1.759615384615385
160,PETER HALL BUILDING,162.40783094289822,1.063829787234043
199,757 SWANSTON ST (STOP 1 & STUDENT SERVICES),5.1167276685575676,1.132420091324201
103,NONA LEE SPORTS CENTRE,446.2835084685646,0.0
168,DOUG MCDONELL BUILDING,52.77177498687665,0.497395833333333
189,FRANK TATE BUILDING,6.778372010090966,0.0
158,SIDNEY MYER ASIA CENTRE,67.39418391599652,1.666666666666667
171,EASTERN RESOURCE CENTRE (ERC LIBRARY),1.1960309150884614,0.0
162,ALICE HOY BUILDING,117.76993763197748,0.60377358490566
171,EASTERN RESOURCE CENTRE (ERC LIBRARY),36.778274276366574,0.0
192,DAVID CARO BUILDING,361.75907671678414,0.517441860465116
192,DAVID CARO BUILDING,326.74128974010296,0.517441860465116
136,IAN POTTER MUSEUM OF ART,277.0475982075232,2.6
134,ELISABETH MURDOCH BUILDING,273.9485676878697,3.387096774193548
103,NONA LEE SPORTS CENTRE,449.55401098828327,0.0
498,ERNIE CROPLEY SPORTS PAVILION,833.9404829088742,0.0
503,MAINTENANCE GARAGE,820.6952823103626,0.0
234,GRAND STAND (MU SPORT),775.3759425948825,0.0
186,BUILDING 186,301.78708034917025,0.0
148A,ARTS WEST BUILDING (NORTH WING),430.34195627022456,0.0
125,BUILDING 125,622.6696060888214,0.0
151,WILSON HALL,222.38978901983188,0.0
154,CHEMISTRY BUILDING (EAST WING),175.57976513164166,0.19047619047619
174,INFRASTRUCTURE ENGINEERING (BLOCK C),137.83353128086725,0.066666666666667
176,INFRASTRUCTURE ENGINEERING (BLOCK D),67.28214981236061,0.583941605839416
170,MECHANICAL ENGINEERING BUILDING,45.4825253961995,0.377777777777778
169,ENGINEERING WORKSHOPS,44.14638729466004,0.0
120,SYSTEM GARDEN TOWER,565.3314103439992,0.0
123,BIOSCIENCES 1,568.3180935673073,4.666666666666667
156,OLD GEOLOGY BUILDING (SOUTH WING),163.30811760514578,2.3
148B,ARTS WEST BUILDING (WEST WING),452.9134120264742,0.0
203,SECURITY OFFICE,137.01102937235606,4.666666666666667
348,723 SWANSTON ST (MELBOURNE DENTAL CLINIC LTD),102.63446690078023,0.0
384,UNIVERSITY BUSINESS SERVICES BUILDING,152.87274278469832,2.727272727272727
368,205 GRATTAN ST (OFFICE OF ASSOCIATE PROVOST),113.10420853754181,0.571428571428571
257,187 GRATTAN ST,76.12153555088615,2.347826086956522
353,159 BARRY ST,350.5555833717,8.0
105,FBE BUILDING,391.86923127185025,0.924901185770751
206,214 BERKELEY ST (MCM PRACTICE ROOMS),411.5377254521501,0.0
106,LAW BUILDING,427.87827342970627,0.459876543209877
281,204 LYGON ST (LEVELS 4 & 5),463.3170284503508,4.666666666666667
278,100 LEICESTER ST (MGSE),561.2212145605891,1.116981132075472
263,KWONG LEE DOW BUILDING (MGSE),586.2154838067232,1.438095238095238
379,207-221 BOUVERIE ST (MSPGH & GEOGRAPHY),199.10481299016533,1.587301587301587
326,95-109 BARRY ST (FBE),437.9087702677442,0.0
222,"766 ELIZABETH ST (LEVELS G, 3, 4)",477.98737083553397,0.0
250,233 BOUVERIE ST (FBE),161.06977290770348,0.0
243,715 SWANSTON ST (MUP & TC),153.21040837129544,0.0
204,208-210 BERKELEY ST (MCM PRACTICE ROOMS),418.6959943743041,0.0
207,202-206 BERKELEY ST (MDHS),418.2253193196375,3.0
242,GRATTAN INSTITUTE (8-14 MALVINA PLACE),133.66501362651186,0.0
220,780 ELIZABETH ST,514.9035693836584,2.470588235294118
107,UNIVERSITY SQUARE CARPARK,224.06787966311447,0.0
224,169 BERKELEY ST (MU SPORT),533.4646373419055,0.0
352,157 BARRY ST,352.8631263014717,0.0
251,155 BARRY ST,355.35224818213436,0.0
221,45 BARRY ST (LEVEL 3),569.1184496202243,1.194029850746269
385,UNIVERSITY HEALTH SERVICES BUILDING,306.2765465640808,25.0
266,11 BARRY ST (BUSINESS SERVICES),600.4117227621696,0.551351351351351
274,201 GRATTAN ST (MELBOURNE SOCIAL EQUITY INSTITUTE),100.265498884445,1.090909090909091
246,550 SWANSTON ST (AUDIOLOGY CLINIC),530.2720838122266,0.56
283,11-15 ARGYLE PLACE SOUTH (CO2CRC),566.0105258062138,0.0
249,183 BOUVERIE ST (LINCOLN SQUARE GYM),302.4252538471759,0.0
104,ALAN GILBERT BUILDING,347.911624439664,0.889240506329114
252,156-162 PELHAM ST (STUDENT SERVICES),324.93257014393896,0.0
253,164-170 PELHAM ST (STUDENT SERVICES),331.0217587077021,0.0
254,172 BOUVERIE ST (MSE),107.58592021685584,0.222222222222222
269,170 BOUVERIE ST (ATLANTIC FELLOWS PROGRAM),116.6797740844434,8.0
