BUILD_NO,NAME,COST,REWARD
142,FVAS BUILDING,668.5557671477402,0.0
147,BIOSCIENCES 4,637.1341273727661,0.102040816326531
147,BIOSCIENCES 4,606.4218279111517,0.102040816326531
147,BIOSCIENCES 4,583.0679968843914,0.102040816326531
141,CONSERVATORIUM OF MUSIC,582.8834170638539,0.0
194,BIOSCIENCES 5,553.7677425362691,0.0
144,KENNETH MYER BUILDING,506.4567904245096,1.416666666666667
184,OLD MICROBIOLOGY BUILDING,496.37550775537096,0.068181818181818
183,HOWARD FLOREY INSTITUTE,476.8696537030909,0.0
181,MEDICAL BUILDING,368.4581899342491,0.0
182,BROWNLESS BIOMEDICAL LIBRARY,397.64344098134546,0.272727272727273
177,BAILLIEU LIBRARY,440.39045568209906,0.454545454545455
140,GRAINGER MUSEUM,652.0397191183577,0.0
122,BIOSCIENCES 2,605.2776620400182,0.017241379310345
139,BABEL BUILDING,572.3711496517868,0.094339622641509
121,BOTANY POTTING SHED,622.284054022175,0.0
101,BEAUREPAIRE CENTRE,649.1667829533768,0.0
112,UNIVERSITY HOUSE,638.7371671057339,0.0
191,JOHN MEDLEY BUILDING,297.94901265137344,0.0
191,JOHN MEDLEY BUILDING,251.8014267120582,0.0
187,GATEKEEPER'S LODGE,271.2284142633226,0.0
149,OLD ARTS BUILDING,440.78998407254863,0.166666666666667
143,BIOSCIENCES 3,534.6813368968692,0.0
128,OLD PHYSICS BUILDING,493.9514337308677,1.0
130,UNION HOUSE,510.2426031620162,0.0
150,OLD QUADRANGLE BUILDING,447.6002438220958,0.0
152,RAYMOND PRIESTLEY BUILDING,466.0407223526128,0.0
152,RAYMOND PRIESTLEY BUILDING,447.53827670015323,0.0
150,OLD QUADRANGLE BUILDING,425.6060875728169,0.0
150,OLD QUADRANGLE BUILDING,401.1440952927285,0.0
193,ELECTRICAL & ELECTRONIC ENGINEERING BUILDING,265.5543792836691,0.069767441860465
113,BALDWIN SPENCER BUILDING,557.5883878306981,0.375
173,OLD ENGINEERING SCHOOL,145.64825149094924,2.0
166,OLD METALLURGY BUILDING,211.3839273073197,0.1
163,WALTER BOAS BUILDING,280.3161981529459,0.229166666666667
161,BUILDING 161,307.69247418532314,0.0
175,INFRASTRUCTURE ENGINEERING (BLOCK B),208.8659264164911,0.02
153,CHEMISTRY BUILDING (WEST WING),344.5351828641746,0.022727272727273
155,OLD GEOLOGY BUILDING (NORTH WING),379.0829221158822,0.733333333333333
115,REDMOND BARRY BUILDING,567.7418488342516,0.263157894736842
115,REDMOND BARRY BUILDING,539.8567095413639,0.263157894736842
165,CHEMICAL ENGINEERING 1,263.1593207882373,0.010526315789474
192,DAVID CARO BUILDING,500.77053498572536,0.046511627906977
133,GLYN DAVIS BUILDING,450.50721462592855,0.221153846153846
160,PETER HALL BUILDING,333.77455890459095,0.085106382978723
199,757 SWANSTON ST (STOP 1 & STUDENT SERVICES),108.55128222393871,0.123287671232877
198,1888 BUILDING,116.6797740844434,0.0
103,NONA LEE SPORTS CENTRE,612.9795601030098,0.0
168,DOUG MCDONELL BUILDING,223.48986046557198,0.052083333333333
189,FRANK TATE BUILDING,177.61863720696633,0.0
158,SIDNEY MYER ASIA CENTRE,231.09296458013043,0.074074074074074
171,EASTERN RESOURCE CENTRE (ERC LIBRARY),171.77770711458905,0.0
162,ALICE HOY BUILDING,287.9664370633167,0.056603773584906
171,EASTERN RESOURCE CENTRE (ERC LIBRARY),207.3531532449743,0.0
192,DAVID CARO BUILDING,532.9453074060872,0.046511627906977
192,DAVID CARO BUILDING,497.3748763121713,0.046511627906977
136,IAN POTTER MUSEUM OF ART,448.43354748199584,0.1
134,ELISABETH MURDOCH BUILDING,444.0685739463042,0.290322580645161
103,NONA LEE SPORTS CENTRE,615.0857444805201,0.0
498,ERNIE CROPLEY SPORTS PAVILION,994.5645170141098,0.0
503,MAINTENANCE GARAGE,986.1567391993451,0.0
234,GRAND STAND (MU SPORT),928.4690776179303,0.0
186,BUILDING 186,326.1734041303464,0.0
148A,ARTS WEST BUILDING (NORTH WING),511.57474233927144,0.0
125,BUILDING 125,730.6083330104904,0.0
151,WILSON HALL,338.83060618875646,0.0
154,CHEMISTRY BUILDING (EAST WING),339.0527398063685,0.015873015873016
174,INFRASTRUCTURE ENGINEERING (BLOCK C),158.15789876968606,0.011111111111111
176,INFRASTRUCTURE ENGINEERING (BLOCK D),104.50349211142746,0.102189781021898
170,MECHANICAL ENGINEERING BUILDING,94.81444570306199,0.022222222222222
169,ENGINEERING WORKSHOPS,145.51944402093437,0.0
120,SYSTEM GARDEN TOWER,671.1253473247532,0.0
123,BIOSCIENCES 1,692.7582345446699,0.166666666666667
156,OLD GEOLOGY BUILDING (SOUTH WING),333.7679532609281,0.3
148B,ARTS WEST BUILDING (WEST WING),529.9669926628713,0.0
203,SECURITY OFFICE,106.67710913406833,0.333333333333333
348,723 SWANSTON ST (MELBOURNE DENTAL CLINIC LTD),31.091372099967423,0.0
384,UNIVERSITY BUSINESS SERVICES BUILDING,26.596080347562765,0.272727272727273
368,205 GRATTAN ST (OFFICE OF ASSOCIATE PROVOST),81.11204677593886,0.142857142857143
257,187 GRATTAN ST,9.546659938340547,0.217391304347826
353,159 BARRY ST,331.17589188159695,1.0
105,FBE BUILDING,338.2353927083618,0.075098814229249
206,214 BERKELEY ST (MCM PRACTICE ROOMS),381.49912005706307,0.0
106,LAW BUILDING,318.4807232637213,0.049382716049383
281,204 LYGON ST (LEVELS 4 & 5),476.2390745977526,0.666666666666667
278,100 LEICESTER ST (MGSE),434.8206374338592,0.147169811320755
